row,no,addr,district,action,conf,via,why,oldLat,oldLng,newLat,newLng,movedKm
484,B0046-24,6 Mission Crescent,Paget,RELOCATED,street,mission crescent (23 pts in parish),wrong parish,32.257463,-64.827027,32.2786252,-64.7725157,5.65
485,B0085-24,41 St. Mary's Road,Warwick,RELOCATED,near-number,#44 street marys road,wrong parish,32.279867,-64.773622,32.2708999,-64.8054885,3.16
486,B0485-23,15 Southampton Road,Southampton,RELOCATED,street,southampton road (17 pts in parish),wrong parish,32.271808,-64.805808,32.2524857,-64.8625334,5.76
487,BR0054-24,30 Gilbert Hill,Smiths,RELOCATED,street,gilbert hill (49 pts in parish),wrong parish,32.251302,-64.863728,32.3109093,-64.7392549,13.47
488,BR0229-23,1 Jones Lane,Warwick,RELOCATED,street,jones lane (8 pts in parish),wrong parish,32.310245,-64.738139,32.2795285,-64.7955655,6.39
489,B0090-24,12 Speakers Drive,St. George,RELOCATED,exact,addr point 12 speakers drive,wrong parish,32.280109,-64.795768,32.3778255,-64.6851287,15.06
490,B0081-24,119 Harbour View Drive,Southampton,RELOCATED,street,harbour view drive (81 pts in parish),wrong parish,32.3778111,-64.6851087,32.2530379,-64.8272622,19.28
491,B0087-24,5 Woodstock Hill,Paget,RELOCATED,street,woodstock hill (46 pts in parish),wrong parish,32.251219,-64.826426,32.2870569,-64.7648372,7.04
492,B0086-24,5 Mcgalls Hill Court,Smiths,RELOCATED,street,mcgalls hill court (10 pts in parish),wrong parish,32.287189,-64.764582,32.3094792,-64.7362732,3.64
493,B0088-24,6 Hibiscus Lane,Pembroke,RELOCATED,street,hibiscus lane (6 pts in parish),wrong parish,32.309941,-64.736715,32.2947262,-64.7742435,3.92
494,BR0059-24,4 Burgess Point Road,Warwick,RELOCATED,street,burgess point road (17 pts in parish),wrong parish,32.294973,-64.774144,32.2670941,-64.8276166,5.91
495,B0093-24,5 Bayfield Road,Warwick,RELOCATED,near-number,#11 bayfield road,>0.3km from bayfield road,32.2675509,-64.8258986,32.2646449,-64.8185802,0.76
496,BR0004-24,121 Harrington Sound Road,Bermuda,RELOCATED,street-anchored,#102 harrington sound road,>1.2km from harrington sound road,32.264409,-64.817993,32.323059,-64.7144607,11.73
497,B0105-24,1 Between The Walls,Pembroke,RELOCATED,street,between the walls (14 pts in parish),wrong parish,32.328542,-64.714037,32.2935498,-64.7936659,8.44
498,B0102-24,15 Tablerock Avenue,Pembroke,RELOCATED,street,tablerock avenue (2 pts in parish),>1.2km from tablerock avenue,32.292103,-64.79373,32.3040707,-64.7980735,1.39
499,B0091-24,9 Burnt Hill Lane,Warwick,RELOCATED,street,burnt hill lane (12 pts in parish),wrong parish,32.303055,-64.797524,32.2663861,-64.8168287,4.47
500,B0104-24,20 Grasmere Road,Pembroke,RELOCATED,street,grasmere road (18 pts in parish),wrong parish,32.266334,-64.816241,32.3003681,-64.8069823,3.89
501,B0129-24,26 Jennings Bay Road,Southampton,RELOCATED,street,jennings bay road (23 pts in parish),wrong parish,32.300798,-64.807608,32.2577915,-64.8646373,7.19
502,B0126-24,5 Rocky Ridge Road,Smiths,RELOCATED,street,rocky ridge road (14 pts in parish),wrong parish,32.258021,-64.86375,32.3261835,-64.7147658,15.95
503,B0114-24,59 Spice Hill Road,Warwick,RELOCATED,street-anchored,#85 spice hill road,wrong parish,32.325474,-64.715429,32.2631567,-64.805297,10.94
504,B0127-24,9 Berry Hill Road,Paget,RELOCATED,street,berry hill road (48 pts in parish),wrong parish,32.26177,-64.810261,32.2940416,-64.7640316,5.64
505,B0487-23,49 Bloomfield Drive,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.293934,-64.769054,32.2678602,-64.8053367,4.48
506,B0120-24,54 Serpentine Road,Pembroke,RELOCATED,exact,addr point 54 serpentine road,wrong parish,32.266444,-64.821083,32.2959973,-64.7891365,4.46
507,B0112-24,88 Sound View Road,Sandys,RELOCATED,street-anchored,#75 sound view road,wrong parish,32.2959924,-64.7891301,32.2927803,-64.872825,7.88
508,B0092-24,9 Cedarberry Drive,Hamilton,RELOCATED,street,cedarberry drive (21 pts in parish),wrong parish,32.292965,-64.873206,32.3408198,-64.7092143,16.33
509,B0135-24,7 Hastings Road,Pembroke,RELOCATED,exact,addr point 7 hastings road,wrong parish,32.34006,-64.709144,32.29295,-64.8014446,10.14
510,B0143-24,34 South Road,Southampton,RELOCATED,street-anchored,#56 south road,wrong parish,32.2929406,-64.8014382,32.2485197,-64.8392014,6.09
511,B0136-24,2 Twin Lane Place,Pembroke,RELOCATED,street,twin lane place (8 pts in parish),wrong parish,32.248954,-64.844145,32.3026094,-64.7913686,7.77
512,B0154-24,13A Middle Road,Warwick,RELOCATED,near-number,#15 middle road,wrong parish,32.302755,-64.791491,32.2641873,-64.8177186,4.95
513,B0132-24,13 Belmont Road,Warwick,RELOCATED,street,belmont road (31 pts in parish),>1.2km from belmont road,32.263759,-64.817458,32.2756986,-64.8014238,2.01
514,B0152-24,1 Church Road,Southampton,RELOCATED,near-number,#2 church road,wrong parish,32.274768,-64.801626,32.2535042,-64.846445,4.84
515,B0184-24,10 Arlington Drive,Smiths,RELOCATED,street,arlington drive (2 pts in parish),wrong parish,32.293985,-64.78753,32.3151461,-64.7419163,4.9
516,B0182-24,52 Jennings Road,Smiths,kept,,,,32.314425,-64.742002,32.314425,-64.742002,
517,B0179-24,6 Pokiok Road,Smiths,kept,,,,32.318284,-64.740346,32.318284,-64.740346,
518,B0181-24,9 Happy Talk Drive,Paget,RELOCATED,street,happy talk drive (5 pts in parish),wrong parish,32.308346,-64.733483,32.2925521,-64.7578132,2.89
519,B0191-24,8 Emily's Bay Lane,St. George,RELOCATED,street,emilys bay lane (18 pts in parish),wrong parish,32.291840433333334,-64.7637586333333,32.3690754,-64.6721298,12.18
520,B0206-24,25 Between The Walls,Pembroke,RELOCATED,street,between the walls (14 pts in parish),wrong parish,32.369063,-64.67289,32.2935498,-64.7936659,14.13
521,B0197-24,12A Southcote Road,Paget,RELOCATED,street,southcote road (7 pts in parish),wrong parish,32.295816,-64.794069,32.2767911,-64.7806402,2.47
522,B0217-24,9 Keith Hall Road,Warwick,RELOCATED,street,keith hall road (26 pts in parish),wrong parish,32.276929,-64.781585,32.2774325,-64.7978015,1.53
523,B0200-24,10 Mizzentop,Warwick,kept,,,,32.277845,-64.798117,32.277845,-64.798117,
524,B0198-24,7A Wreck Road,Sandys,RELOCATED,near-number,#1 wreck road,wrong parish,32.27150525,-64.805102125,32.2764191,-64.8773217,6.82
525,BC0040-24,56 South Road,Southampton,RELOCATED,exact,addr point 56 south road,wrong parish,32.275318,-64.878373,32.2485197,-64.8392014,4.74
526,B0508-23,12 Williams Estate,Smiths,REVIEW,parish-anchor,centre of Smith's road network,street not found in OSM — NEEDS REVIEW,32.248964,-64.839529,32.3154757,-64.7304162,12.66
527,B0243-24,15 Coopers Hill,Southampton,REVIEW,parish-anchor,centre of Southampton road network,street not found in OSM — NEEDS REVIEW,32.306196,-64.735474,32.2544361,-64.8439449,11.72
528,B0236-24,11 Herons Nest Drive,Southampton,RELOCATED,street,herons nest drive (17 pts in parish),>1.2km from herons nest drive,32.252302,-64.844932,32.2605307,-64.8250678,2.08
529,B0237-24,4 Clouds Avenue,Warwick,RELOCATED,street,clouds avenue (2 pts in parish),wrong parish,32.260025,-64.825498,32.2577787,-64.8131251,1.19
530,B0242-24,12 Tanglewood Road,Paget,RELOCATED,street-anchored,#46 tanglewood road,wrong parish,32.25761,-64.813044,32.2793449,-64.7890794,3.31
531,B0239-24,7 Tulo Lane,Pembroke,RELOCATED,street,tulo lane (12 pts in parish),wrong parish,32.276417,-64.788316,32.3034207,-64.8049474,3.39
532,B0252-24,12 Devondale Drive,Devonshire,RELOCATED,street,devondale drive (21 pts in parish),wrong parish,32.303706,-64.805129,32.2972569,-64.7512587,5.12
533,B0260-24,28 Castile Road,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.296333,-64.75155,32.2678602,-64.8053367,5.97
534,B0216-24,8 Harvey Road,Paget,RELOCATED,street,harvey road (15 pts in parish),wrong parish,32.265302,-64.82917,32.272155,-64.7866886,4.07
535,B0277-24,11 Garthowen Road,Devonshire,RELOCATED,street,garthowen road (21 pts in parish),wrong parish,32.272609,-64.787361,32.299317,-64.7567287,4.14
536,B0265-24,1 Zuill's Park Drive,Smiths,RELOCATED,street,zuills park drive (18 pts in parish),wrong parish,32.299257,-64.755618,32.3143931,-64.7304415,2.91
537,B0284-24,28 North Shore Road,Smiths,RELOCATED,street-anchored,#2 north shore road,>1.2km from north shore road,32.3131214,-64.72813665,32.3158395,-64.7500276,2.08
538,B0275-24,43 Old Road,Hamilton,RELOCATED,street,old road (19 pts in parish),wrong parish,32.318911,-64.744669,32.3355446,-64.7395971,1.91
539,B0272-24,8 Harbour Road,Warwick,RELOCATED,street-anchored,#89 harbour road,wrong parish,32.336613,-64.739729,32.2808345,-64.7962048,8.17
540,BR0157-24,5 Shinbone Alley,Town of St. George,RELOCATED,exact,addr point 5 shinbone alley,wrong parish,32.269312,-64.816535,32.3828525,-64.6756054,18.32
541,BC0086-24,76 Pitts Bay Road,Pembroke,RELOCATED,exact,addr point 76 pitts bay road,wrong parish,32.382931,-64.67565,32.2905525,-64.7923192,15.03
542,B0294-24,8 Southlyn Lane,Paget,RELOCATED,street,southlyn lane (17 pts in parish),wrong parish,32.290548,-64.792314,32.2806594,-64.7776944,1.76
543,B0287-24,32 Pearman's Hill West,Warwick,RELOCATED,street,pearmans hill west (28 pts in parish),wrong parish,32.280962,-64.777781,32.264039,-64.8083577,3.44
544,B0266-24,4 Aldie Drive,Smiths,RELOCATED,street,aldie drive (6 pts in parish),wrong parish,32.264557,-64.808841,32.3142004,-64.745519,8.13
545,B0306-24,13 Windermere,Pembroke,RELOCATED,street,windermere (11 pts in parish),wrong parish,32.314128,-64.745546,32.2986532,-64.8030275,5.68
546,B0297-24,1 Timber Lane,Pembroke,kept,,,,32.299549,-64.802894,32.299549,-64.802894,
547,B0422-23,14 Laffan Street,City of Hamilton,RELOCATED,near-number,#11 laffan street,>0.3km from laffan street,32.296195,-64.799507,32.2971245,-64.7863334,1.24
548,B0295-24,8 Inglewood Lane,Paget,RELOCATED,near-number,#13 inglewood lane,wrong parish,32.297671,-64.785587,32.28505,-64.76539,2.36
549,B0290-24,4 Lulworth Lane,Pembroke,RELOCATED,exact,addr point 4 lulworth lane,wrong parish,32.286772,-64.766868,32.2935435,-64.8054161,3.71
550,BC0008-24,5 The Lane,Paget,RELOCATED,near-number,#6 the lane,wrong parish,32.2935339,-64.8053996,32.2899995,-64.7716785,3.2
551,B0307-24,1 High Knoll Lane,Smiths,RELOCATED,street,high knoll lane (15 pts in parish),wrong parish,32.290426,-64.772063,32.3162755,-64.7185543,5.8
552,B0327-24,14 Jubilee Road,Devonshire,RELOCATED,street,jubilee road (24 pts in parish),wrong parish,32.316389,-64.718497,32.302786,-64.7605636,4.24
553,B0323-24,17 Friths Farm Road,Paget,REVIEW,parish-anchor,centre of Paget road network,street not found in OSM — NEEDS REVIEW,32.302098,-64.761213,32.2849567,-64.7753406,2.33
554,B0326-24,,Devonshire,REVIEW,parish-anchor,centre of Devonshire road network,street not found in OSM — NEEDS REVIEW,32.278675,-64.785147,32.3039374,-64.7591087,3.73
555,B0315-24,,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,,,32.2678602,-64.8053367,
556,B0314-24,1 Marshall Island,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,,,32.2678602,-64.8053367,
557,B0303-24,10 Valley Road,Paget,RELOCATED,near-number,#6 valley road,wrong parish,32.284704,-64.812308,32.2835016,-64.7776835,3.26
558,BC0069-24,1 Harbour Road,Bermuda,RELOCATED,exact,addr point 1 harbour road,>0.1km from harbour road,32.283866,-64.778036,32.281139,-64.7952834,1.65
559,B0292-24,18 First Avenue,Pembroke,RELOCATED,street,first avenue (7 pts in parish),wrong parish,32.279847,-64.79798,32.2950342,-64.7732414,2.88
560,B0322-24,3 Devon Point Lane,Devonshire,RELOCATED,street,devon point lane (24 pts in parish),wrong parish,32.294551,-64.773418,32.3010169,-64.7440821,2.85
561,B0339-24,13 Middleton Lane,Paget,RELOCATED,street,middleton lane (6 pts in parish),wrong parish,32.301149,-64.744688,32.2818317,-64.7805188,4
562,B0185-24,53 Harrington Sound Road,Hamilton,RELOCATED,street-anchored,#19 harrington sound road,wrong parish,32.280647,-64.779801,32.3315121,-64.7112575,8.58
563,B0347-24,51 St. Anne's Road,Southampton,RELOCATED,near-number,#42 street annes road,wrong parish,32.34255,-64.710431,32.2526096,-64.8390528,15.7
564,BR0167-24,3 Queen Street,Town of St. George,RELOCATED,exact,addr point 3 queen street,wrong parish,32.253122,-64.836435,32.3815161,-64.6780783,20.65
565,BREV0367-24,4 Lulworth Lane,Pembroke,RELOCATED,exact,addr point 4 lulworth lane,wrong parish,32.3815098,-64.6780743,32.2935435,-64.8054161,15.47
566,B0348-24,9 Verdmont Valley Drive,Smiths,RELOCATED,street,verdmont valley drive (23 pts in parish),wrong parish,32.2935339,-64.8053996,32.3102938,-64.7423319,6.22
567,BREV0347-24,34 South Road,Southampton,RELOCATED,street-anchored,#56 south road,wrong parish,32.310749,-64.743077,32.2485197,-64.8392014,11.39
568,B0355-24,18 Riddell's Bay Road,Warwick,RELOCATED,street,riddells bay road (77 pts in parish),wrong parish,32.248954,-64.844145,32.2654832,-64.8238379,2.65
569,BREV0389-24,1 Timber Lane,Pembroke,RELOCATED,street,timber lane (7 pts in parish),wrong parish,32.264337,-64.821585,32.2955586,-64.7993392,4.06
570,B0367-24,1 Turtle Bay Lane,Southampton,RELOCATED,street,turtle bay lane (17 pts in parish),wrong parish,32.296195,-64.799507,32.2509501,-64.8525184,7.09
571,B0376-24,36 Union Street,City of Hamilton,RELOCATED,exact,addr point 36 union street,wrong parish,32.250024,-64.85148,32.2968566,-64.7801544,8.5
572,B0357-24,85 North Shore Road,Pembroke,RELOCATED,exact,addr point 85 north shore road,>0.1km from north shore road,32.29686,-64.780142,32.3056388,-64.7878334,1.22
573,B0377-24,51 Pitts Bay Road,Pembroke,RELOCATED,near-number,#54 pitts bay road,>0.3km from pitts bay road,32.3056493,-64.7878537,32.2918389,-64.7948361,1.67
574,B0359-24,28 Point Finger Road,Paget,RELOCATED,street-anchored,#7 point finger road,wrong parish,32.29234,-64.794984,32.2929044,-64.7660607,2.72
575,B0343-24,10 Tankfield Lane,Paget,kept,,,,32.291779,-64.767231,32.291779,-64.767231,
576,BR0041-24,4 Lang Lane,St. George,RELOCATED,street,lang lane (15 pts in parish),wrong parish,32.283678,-64.772568,32.3688103,-64.6701955,13.51
577,BREV0402-24,36 Middle Road,Devonshire,RELOCATED,street-anchored,#16 middle road,wrong parish,32.368856,-64.669927,32.295416,-64.76825,12.34
578,B0389-24,10 Collectors Hill,Smiths,RELOCATED,near-number,#3 collectors hill,wrong parish,32.295787,-64.766126,32.3053654,-64.7419944,2.51
579,B0398-24,7 Park View Lane,Devonshire,RELOCATED,street,park view lane (5 pts in parish),wrong parish,32.308037,-64.741357,32.2974108,-64.7689992,2.86
580,B0396-24,2 Lulworth Lane,Pembroke,RELOCATED,exact,addr point 2 lulworth lane,wrong parish,32.297492,-64.768743,32.2931148,-64.8054267,3.49
581,B0333-24,40 Crow Lane,Pembroke,RELOCATED,exact,addr point 40 crow lane,>0.1km from crow lane,32.2930967,-64.8055015,32.2936521,-64.7730671,3.05
582,B0397-24,2 Fort George Drive,Town of St. George,RELOCATED,exact,addr point 2 fort george drive,wrong parish,32.2936656,-64.772988,32.3796671,-64.6823322,12.82
583,B0408-24,6 Kiskadee Drive,Hamilton,RELOCATED,street,kiskadee drive (4 pts in parish),wrong parish,32.379659,-64.682414,32.3348651,-64.735571,7.06
584,B0427-24,37 Barry Road,Town of St. George,RELOCATED,exact,addr point 37 barry road,wrong parish,32.334494,-64.734906,32.3834092,-64.668365,8.3
585,B0430-24,11 Turnstile Lane,Pembroke,RELOCATED,near-number,#5 turnstile lane,wrong parish,32.3810447,-64.676717,32.2941512,-64.7950116,14.74
586,B0392-24,6 Sylvan Dell Road,Paget,RELOCATED,street,sylvan dell road (14 pts in parish),wrong parish,32.294257,-64.794695,32.2749053,-64.7848039,2.35
587,B0409-24,8 Mcgalls Hill Court,Smiths,RELOCATED,street,mcgalls hill court (10 pts in parish),wrong parish,32.274754,-64.784855,32.3094792,-64.7362732,5.99
588,BR0231-24,4 Aldie Drive,Smiths,kept,,,,32.310369,-64.736565,32.310369,-64.736565,
589,B0412-24,2 Agar's Hill,Pembroke,RELOCATED,exact,addr point 2 agars hill,wrong parish,32.314128,-64.745546,32.2949592,-64.8041959,5.92
590,B0437-24,26 Turk's Head Lane,Devonshire,RELOCATED,street,turks head lane (11 pts in parish),wrong parish,32.294947,-64.8042311,32.2976412,-64.754987,4.64
591,BC0121-24,11 North Street,Bermuda,RELOCATED,exact,addr point 11 north street,>0.1km from north street,32.302098,-64.761213,32.2992642,-64.7820109,1.98
592,B0432-24,84 The Glebe Road,Devonshire,RELOCATED,exact,addr point 84 the glebe road,wrong parish,32.299235,-64.781495,32.3069668,-64.7749029,1.06
593,B0440-24,6 Peppercorn Lane,Southampton,RELOCATED,street,peppercorn lane (15 pts in parish),wrong parish,32.30699757586207,-64.7738048172413,32.2591042,-64.82784,7.37
594,B0002-25,5 Long Lane,Hamilton,RELOCATED,exact,addr point 5 long lane,wrong parish,32.259651,-64.827163,32.3304583,-64.6999325,14.34
595,B0007-25,1 BFA Way,Devonshire,RELOCATED,exact,addr point 1 bfa way,wrong parish,32.3304207,-64.6999353,32.301,-64.768808,7.26
596,B0006-25,19 Sunrise Drive,Hamilton,RELOCATED,street-anchored,#6 sunrise drive,wrong parish,32.301044,-64.768792,32.3465046,-64.7167268,7.04
597,BC0022-25,61 Pitts Bay Road,Pembroke,RELOCATED,exact,addr point 61 pitts bay road,wrong parish,32.345554,-64.715805,32.2915425,-64.7920038,9.35
598,BREV0447-24,1 The Lane,Paget,RELOCATED,near-number,#6 the lane,wrong parish,32.291726,-64.791811,32.2899995,-64.7716785,1.9
599,B0028-25,6 Cross Bay Road,Southampton,RELOCATED,street,cross bay road (10 pts in parish),wrong parish,32.289942,-64.772349,32.2499162,-64.8305295,7.06
600,B0014-25,22A Cedar Heights Lane,Warwick,RELOCATED,street,cedar heights lane (10 pts in parish),wrong parish,32.249624,-64.830499,32.2687946,-64.8068447,3.08
601,BREV0020-25,7 Grasmere Road,Pembroke,RELOCATED,street,grasmere road (18 pts in parish),wrong parish,32.290426,-64.772063,32.3003681,-64.8069823,3.47
602,B0026-25,10 Manor Hill,Warwick,RELOCATED,near-number,#8 manor hill,wrong parish,32.300356,-64.807231,32.2777809,-64.7942622,2.79
603,B0032-25,3 Undina Watch,Southampton,RELOCATED,street,undina watch (8 pts in parish),wrong parish,32.277717,-64.794515,32.2537229,-64.8351824,4.67
604,B0372-24,15 Wilderness Lane,Smiths,RELOCATED,street,wilderness lane (28 pts in parish),wrong parish,32.25180835555556,-64.8333210666666,32.3150082,-64.7306188,11.96
605,B0373-24,5 Devon Heights Close,Devonshire,RELOCATED,street,devon heights close (5 pts in parish),wrong parish,32.315817,-64.730257,32.3036429,-64.7466159,2.05
606,B0009-25,9 Cavello Heights,Sandys,RELOCATED,street,cavello heights (4 pts in parish),wrong parish,32.303933,-64.747048,32.2975434,-64.8640284,11.03
607,B0059-25,49 Paynters Hill,Hamilton,REVIEW,parish-anchor,centre of Hamilton road network,street not found in OSM — NEEDS REVIEW,32.297044,-64.863524,32.3412801,-64.7255713,13.88
608,BR0045-25,54 Ord Road,Paget,RELOCATED,street-anchored,#20 ord road,wrong parish,32.3375,-64.70222,32.2747244,-64.7859911,10.53
609,B0374-24,19 Devon Heights Road,Devonshire,RELOCATED,street,devon heights road (21 pts in parish),wrong parish,32.279185,-64.780565,32.3031733,-64.7458741,4.22
610,B0068-25,19 Harvey Road,Paget,RELOCATED,street,harvey road (15 pts in parish),wrong parish,32.303992,-64.746425,32.272155,-64.7866886,5.19
611,B0052-25,1 Constable Close,Southampton,RELOCATED,street,constable close (10 pts in parish),wrong parish,32.27254,-64.786562,32.2526759,-64.868319,8.01
612,BC0146-24,43 Victoria Street,City of Hamilton,RELOCATED,near-number,#44 victoria street,wrong parish,32.252999,-64.868366,32.2950891,-64.7818503,9.4
613,B0413-24,4 High Knoll Lane,Smiths,RELOCATED,street,high knoll lane (15 pts in parish),wrong parish,32.29535,-64.782378,32.3162755,-64.7185543,6.44
614,B0434-24,4 Turtle Bay Crescent,Southampton,RELOCATED,street,turtle bay crescent (17 pts in parish),wrong parish,32.316387,-64.718198,32.2500743,-64.8519534,14.59
615,B0054-25,8 Trimingham Hill,Paget,RELOCATED,street,trimingham hill (63 pts in parish),wrong parish,32.249646,-64.853291,32.2900621,-64.7690962,9.11
616,B0073-25,23 Melville Road,Devonshire,RELOCATED,street,melville road (45 pts in parish),wrong parish,32.290288,-64.769736,32.3022975,-64.7524478,2.11
617,B0075-25,11 Benny's Bay Road,Sandys,RELOCATED,street,bennys bay road (11 pts in parish),wrong parish,32.302289,-64.753397,32.2678242,-64.8792317,12.45
618,B0022-25,70 Harbour Road,Paget,RELOCATED,street-anchored,#27 harbour road,wrong parish,32.267747,-64.879456,32.28383,-64.7866553,8.92
619,BC0138-24,10 Queen Street,City of Hamilton,RELOCATED,exact,addr point 10 queen street,wrong parish,32.284045,-64.783545,32.2930502,-64.7860402,1.03
620,BR0021-25,3 Marshall Island,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.368971,-64.681281,32.2678602,-64.8053367,16.21
621,BR0020-25,1 Marshall Island,Warwick,kept,,,,32.283819,-64.80844,32.283819,-64.80844,
622,B0090-25,49 Tucker's Point Drive,Hamilton,RELOCATED,street,tuckers point drive (14 pts in parish),wrong parish,32.284704,-64.812308,32.3390095,-64.7001682,12.16
623,B0070-25,57 Bloomfield Drive,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.337896,-64.701341,32.2678602,-64.8053367,12.51
624,BC0033-25,37 Front Street,City of Hamilton,RELOCATED,exact,addr point 37 front street,wrong parish,32.266993,-64.821334,32.2923582,-64.785568,4.39
625,B0079-25,40 Crow Lane,Pembroke,RELOCATED,exact,addr point 40 crow lane,>0.1km from crow lane,32.29234,-64.785665,32.2936521,-64.7730671,1.19
626,B0096-25,2 Convict Bay Lane,Town of St. George,RELOCATED,exact,addr point 2 convict bay lane,wrong parish,32.2936656,-64.772988,32.3819777,-64.6744969,13.51
627,B0107-25,9 Lolly's Well Road,Smiths,RELOCATED,street,lollys well road (32 pts in parish),wrong parish,32.382026,-64.674536,32.3183729,-64.7299084,8.79
628,B0134-25,146 Somerset Road,Sandys,RELOCATED,exact,addr point 146 somerset road,wrong parish,32.32033,-64.729983,32.2846631,-64.8752028,14.23
629,B0150-25,33 Bloomfield Drive,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.284683,-64.87527,32.2678602,-64.8053367,6.84
630,B0101-25,14 Summit View Drive,Hamilton,RELOCATED,street,summit view drive (28 pts in parish),wrong parish,32.265572,-64.820661,32.3451982,-64.724489,12.67
631,B0158-25,8 Devondale Drive,Devonshire,RELOCATED,street,devondale drive (21 pts in parish),wrong parish,32.344695,-64.724579,32.2972569,-64.7512587,5.85
632,B0076-25,8 Slip Point Lane,St. George,RELOCATED,street,slip point lane (9 pts in parish),wrong parish,32.296993,-64.75129,32.3761167,-64.6914793,10.45
633,B0163-25,8 Hastings Road,Pembroke,RELOCATED,exact,addr point 8 hastings road,wrong parish,32.376398,-64.691503,32.2929693,-64.8017899,13.92
634,B0136-25,14 Cottage Hill Road West,Hamilton,RELOCATED,street,cottage hill road west (7 pts in parish),wrong parish,32.2929526,-64.8017921,32.3416,-64.7286773,8.76
635,B0092-25,9 West Point Lane,Hamilton,RELOCATED,street,west point lane (18 pts in parish),>1.2km from west point lane,32.341832,-64.729369,32.333877,-64.7408822,1.4
636,B0126-25,1 Highwood Lane,Paget,RELOCATED,street,highwood lane (28 pts in parish),wrong parish,32.33361,-64.740621,32.2877818,-64.7788884,6.24
637,B0115-25,51 Railway Trail,Sandys,RELOCATED,street,railway trail (143 pts in parish),wrong parish,32.288179,-64.779644,32.2859375,-64.8713027,8.63
638,B0113-25,17 Melville Crescent,Devonshire,RELOCATED,street,melville crescent (14 pts in parish),wrong parish,32.282405,-64.871083,32.3000328,-64.7509621,11.47
639,BR0111-25,1 Homestead Lane,Southampton,RELOCATED,street,homestead lane (4 pts in parish),wrong parish,32.300608,-64.750419,32.2550684,-64.8634519,11.78
640,B0180-25,17 Pampas Lane,Smiths,RELOCATED,street,pampas lane (12 pts in parish),wrong parish,32.25534,-64.862894,32.3042233,-64.738753,12.89
641,B0181-25,5 Fairyland Road,Pembroke,REVIEW,parish-anchor,centre of Pembroke road network,street not found in OSM — NEEDS REVIEW,32.306537,-64.737434,32.3008022,-64.7915912,5.14
642,B0188-25,4 Lemarc Estate,Warwick,RELOCATED,street,lemarc estate (3 pts in parish),wrong parish,32.296397,-64.799038,32.2609979,-64.8133581,4.16
643,B0177-25,23 Pearman's Hill West,Warwick,kept,,,,32.261128,-64.813306,32.261128,-64.813306,
644,BR0095-25,17 Tankfield Hill,Paget,RELOCATED,street,tankfield hill (34 pts in parish),wrong parish,32.3668883,-64.6570664,32.2819691,-64.7719616,14.36
645,B0191-25,40 Crow Lane,Pembroke,RELOCATED,exact,addr point 40 crow lane,wrong parish,32.282667000000004,-64.771985,32.2936521,-64.7730671,1.23
646,B0198-25,8 Tankfield Hill,Paget,RELOCATED,street,tankfield hill (34 pts in parish),wrong parish,32.2936656,-64.772988,32.2819691,-64.7719616,1.31
647,B0209-25,13 Mizzentop,Warwick,RELOCATED,street,mizzentop (28 pts in parish),wrong parish,32.281416,-64.771472,32.2732175,-64.8066971,3.44
648,B0197-25,47 Paynters Hill,Bermuda,kept,,,,32.273322,-64.806901,32.273322,-64.806901,
649,B0185-25,2 Clouds Avenue,Warwick,RELOCATED,street,clouds avenue (2 pts in parish),wrong parish,32.3375,-64.70222,32.2577787,-64.8131251,13.7
650,B0237-25,18 Constable Close,Southampton,RELOCATED,street,constable close (10 pts in parish),wrong parish,32.257482,-64.813203,32.2526759,-64.868319,5.22
651,B0226-25,187 South Road,Paget,RELOCATED,near-number,#183 south road,wrong parish,32.251885,-64.867841,32.2936511,-64.7617649,11.02
652,B0243-25,3 Callen Glen Rise,Hamilton,RELOCATED,street,callen glen rise (27 pts in parish),wrong parish,32.291840433333334,-64.7637586333333,32.3516946,-64.7194111,7.86
653,B0235-25,16 Pitts Bay Road,Pembroke,RELOCATED,near-number,#13 pitts bay road,wrong parish,32.351726,-64.719244,32.2984631,-64.7971274,9.42
654,B0239-25,13 Garthowen Road,Devonshire,RELOCATED,street,garthowen road (21 pts in parish),wrong parish,32.29749,-64.797308,32.299317,-64.7567287,3.82
655,B0187-25,19 Hinson Island,Paget,REVIEW,parish-anchor,centre of Paget road network,street not found in OSM — NEEDS REVIEW,32.298704,-64.755451,32.2849567,-64.7753406,2.42
656,B0222-25,11 Random Lane,Warwick,RELOCATED,street,random lane (5 pts in parish),wrong parish,32.283568,-64.804394,32.2648045,-64.8058677,2.09
657,B0211-25,,Hamilton,REVIEW,parish-anchor,centre of Hamilton road network,street not found in OSM — NEEDS REVIEW,32.264628,-64.806075,32.3412801,-64.7255713,11.41
